Fecha,precip
2023-06-20,-0.0
2023-06-21,-0.0
2023-06-22,0.0
2023-06-23,1.13
2023-06-24,0.16
2023-06-25,0.86
2023-06-26,0.53
2023-06-27,0.21
2023-06-28,1.09
2023-06-29,4.9
2023-06-30,5.5
2023-07-01,1.42
2023-07-02,0.59
2023-07-03,0.71
2023-07-04,0.52
2023-07-05,1.93
2023-07-06,12.77
2023-07-07,11.6
2023-07-08,1.82
2023-07-09,1.71
2023-07-10,2.27
2023-07-11,0.35
2023-07-12,0.21
2023-07-13,0.32
2023-07-14,0.74
2023-07-15,0.81
2023-07-16,0.85
2023-07-17,1.54
2023-07-18,0.95
2023-07-19,1.76
2023-07-20,1.09
2023-07-21,0.38
2023-07-22,1.08
2023-07-23,4.59
2023-07-24,4.1
2023-07-25,1.75
2023-07-26,1.17
2023-07-27,1.82
2023-07-28,3.34
2023-07-29,0.1
2023-07-30,2.45
2023-07-31,0.15
2023-08-01,0.81
2023-08-02,6.83
2023-08-03,1.8
2023-08-04,0.2
2023-08-05,0.16
2023-08-06,0.56
2023-08-07,0.0
2023-08-08,0.23
2023-08-09,0.23
2023-08-10,0.21
2023-08-11,2.24
2023-08-12,1.5
2023-08-13,2.58
2023-08-14,2.94
2023-08-15,0.82
2023-08-16,0.06
2023-08-17,0.41
2023-08-18,2.22
2023-08-19,2.4
2023-08-20,4.05
2023-08-21,0.18
2023-08-22,0.4
2023-08-23,9.94
2023-08-24,3.23
2023-08-25,7.97
2023-08-26,9.11
2023-08-27,1.03
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.17
2023-08-31,1.4
2023-09-01,0.03
2023-09-02,0.41
2023-09-03,0.33
2023-09-04,0.25
2023-09-05,0.3
2023-09-06,0.84
2023-09-07,0.7
2023-09-08,0.35
2023-09-09,0.3
2023-09-10,0.24
2023-09-11,0.02
2023-09-12,0.24
2023-09-13,0.04
2023-09-14,0.12
2023-09-15,0.8
2023-09-16,3.45
2023-09-17,9.73
2023-09-18,2.01
2023-09-19,0.36
2023-09-20,0.19
2023-09-21,0.36
2023-09-22,0.18
2023-09-23,0.08
2023-09-24,0.0
2023-09-25,0.09
2023-09-26,0.09
2023-09-27,0.5
2023-09-28,1.83
2023-09-29,0.31
2023-09-30,0.74
2023-10-01,0.26
2023-10-02,1.1
2023-10-03,2.77
2023-10-04,0.94
2023-10-05,1.26
2023-10-06,0.58
2023-10-07,0.57
2023-10-08,0.2
2023-10-09,0.0
2023-10-10,1.6
2023-10-11,0.05
2023-10-12,0.01
2023-10-13,5.38
2023-10-14,9.43
2023-10-15,0.04
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,-0.0
2023-10-21,0.01
2023-10-22,0.14
2023-10-23,1.05
2023-10-24,2.75
2023-10-25,17.33
2023-10-26,10.77
2023-10-27,4.21
2023-10-28,0.53
2023-10-29,0.32
2023-10-30,0.6
2023-10-31,0.03
2023-11-01,0.02
2023-11-02,-0.0
2023-11-03,0.03
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.34
2023-11-08,0.1
2023-11-09,1.22
2023-11-10,2.73
2023-11-11,10.83
2023-11-12,8.01
2023-11-13,2.54
2023-11-14,0.17
2023-11-15,0.06
2023-11-16,0.01
2023-11-17,-0.0
2023-11-18,-0.0
2023-11-19,0.1
2023-11-20,0.28
2023-11-21,0.02
2023-11-22,0.02
2023-11-23,0.01
2023-11-24,0.02
2023-11-25,0.0
2023-11-26,0.2
2023-11-27,2.96
2023-11-28,3.07
2023-11-29,0.64
2023-11-30,0.01
2023-12-01,0.06
2023-12-02,1.47
2023-12-03,0.23
2023-12-04,0.1
2023-12-05,0.06
2023-12-06,5.94
2023-12-07,4.86
2023-12-08,0.23
2023-12-09,0.12
2023-12-10,0.01
2023-12-11,0.0
2023-12-12,0.54
2023-12-13,0.01
2023-12-14,7.04
2023-12-15,0.16
2023-12-16,0.13
2023-12-17,-0.0
2023-12-18,0.03
2023-12-19,0.03
2023-12-20,-0.0
2023-12-21,0.05
2023-12-22,0.52
2023-12-23,0.19
2023-12-24,-0.0
2023-12-25,0.07
2023-12-26,1.46
2023-12-27,1.27
2023-12-28,0.13
2023-12-29,2.7
2023-12-30,0.0
2023-12-31,0.0
